rx_id,npi,prescriber_name,product,trx,week_start,site_name,site_address_line1,site_address_line2,site_city,site_state,site_zip
RX00344,1000000039,"Matthew Garcia, MD",ECZEMABIO,6,2026-01-12,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00345,1000000039,"Matthew Garcia, MD",ECZEMABIO,6,2026-01-19,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00346,1000000039,"Matthew Garcia, MD",ECZEMABIO,12,2026-01-26,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00347,1000000039,"Matthew Garcia, MD",ECZEMABIO,9,2026-02-02,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00348,1000000039,"Matthew Garcia, MD",ECZEMABIO,6,2026-02-09,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00349,1000000039,"Matthew Garcia, MD",ECZEMABIO,9,2026-02-16,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00350,1000000039,"Matthew Garcia, MD",ECZEMABIO,3,2026-02-23,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00351,1000000039,"Matthew Garcia, MD",ECZEMABIO,8,2026-03-02,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00352,1000000040,"Isabella A. Carter, MD",ECZEMABIO,23,2026-01-05,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00353,1000000040,"Isabella A. Carter, MD",ECZEMABIO,20,2026-01-12,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00354,1000000040,"Isabella A. Carter, MD",ECZEMABIO,20,2026-01-19,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00355,1000000040,"Isabella A. Carter, MD",ECZEMABIO,12,2026-01-26,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00356,1000000040,"Isabella A. Carter, MD",ECZEMABIO,23,2026-02-02,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00357,1000000040,"Isabella A. Carter, MD",ECZEMABIO,9,2026-02-09,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00358,1000000040,"Isabella A. Carter, MD",ECZEMABIO,12,2026-02-16,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00359,1000000040,"Isabella A. Carter, MD",ECZEMABIO,24,2026-02-23,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00360,1000000040,"Isabella A. Carter, MD",ECZEMABIO,18,2026-03-02,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00361,1000000041,"Daniel A. Mitchell, MD",ECZEMABIO,6,2026-01-05,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00362,1000000041,"Daniel A. Mitchell, MD",ECZEMABIO,0,2026-01-12,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00363,1000000041,"Daniel A. Mitchell, MD",ECZEMABIO,6,2026-01-19,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00364,1000000041,"Daniel A. Mitchell, MD",ECZEMABIO,6,2026-01-26,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00365,1000000041,"Daniel A. Mitchell, MD",ECZEMABIO,3,2026-02-02,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00366,1000000041,"Daniel A. Mitchell, MD",ECZEMABIO,0,2026-02-09,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00367,1000000041,"Daniel A. Mitchell, MD",ECZEMABIO,4,2026-02-16,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00368,1000000041,"Daniel A. Mitchell, MD",ECZEMABIO,3,2026-02-23,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00369,1000000041,"Daniel A. Mitchell, MD",ECZEMABIO,0,2026-03-02,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00370,1000000042,"Joseph C. Turner, MD",ECZEMABIO,5,2026-01-05,Medford Dermatology,170 Governors Ave,Ste 202,Medford,MA,02155
RX00371,1000000042,"Joseph C. Turner, MD",ECZEMABIO,9,2026-01-12,Medford Dermatology,170 Governors Ave,Ste 202,Medford,MA,02155
RX00372,1000000042,"Joseph C. Turner, MD",ECZEMABIO,5,2026-01-19,Medford Dermatology,170 Governors Ave,Ste 202,Medford,MA,02155
RX00373,1000000042,"Joseph C. Turner, MD",ECZEMABIO,4,2026-01-26,Medford Dermatology,170 Governors Ave,Ste 202,Medford,MA,02155
RX00374,1000000042,"Joseph C. Turner, MD",ECZEMABIO,10,2026-02-02,Medford Dermatology,170 Governors Ave,Ste 202,Medford,MA,02155
RX00375,1000000042,"Joseph C. Turner, MD",ECZEMABIO,7,2026-02-09,Medford Dermatology,170 Governors Ave,Ste 202,Medford,MA,02155
RX00376,1000000042,"Joseph C. Turner, MD",ECZEMABIO,8,2026-02-16,Medford Dermatology,170 Governors Ave,Ste 202,Medford,MA,02155
RX00377,1000000042,"Joseph C. Turner, MD",ECZEMABIO,12,2026-02-23,Medford Dermatology,170 Governors Ave,Ste 202,Medford,MA,02155
RX00378,1000000042,"Joseph C. Turner, MD",ECZEMABIO,9,2026-03-02,Medford Dermatology,170 Governors Ave,Ste 202,Medford,MA,02155
RX00379,1000000043,"Ethan E. Moore, MD",ECZEMABIO,4,2026-01-05,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00380,1000000043,"Ethan E. Moore, MD",ECZEMABIO,8,2026-01-12,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00381,1000000043,"Ethan E. Moore, MD",ECZEMABIO,11,2026-01-19,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00382,1000000043,"Ethan E. Moore, MD",ECZEMABIO,9,2026-01-26,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00383,1000000043,"Ethan E. Moore, MD",ECZEMABIO,8,2026-02-02,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00384,1000000043,"Ethan E. Moore, MD",ECZEMABIO,10,2026-02-09,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00385,1000000043,"Ethan E. Moore, MD",ECZEMABIO,11,2026-02-16,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00386,1000000043,"Ethan E. Moore, MD",ECZEMABIO,3,2026-02-23,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00387,1000000043,"Ethan E. Moore, MD",ECZEMABIO,12,2026-03-02,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00388,1000000044,"Leila C. Robinson, MD",ECZEMABIO,4,2026-01-05,South End Dermatology,375 Harrison Ave,Suite 2A,Boston,MA,02118
RX00389,1000000044,"Leila C. Robinson, MD",ECZEMABIO,6,2026-01-12,South End Dermatology,375 Harrison Ave,Suite 2A,Boston,MA,02118
RX00390,1000000044,"Leila C. Robinson, MD",ECZEMABIO,7,2026-01-19,South End Dermatology,375 Harrison Ave,Suite 2A,Boston,MA,02118
RX00391,1000000044,"Leila C. Robinson, MD",ECZEMABIO,6,2026-01-26,South End Dermatology,375 Harrison Ave,Suite 2A,Boston,MA,02118
RX00392,1000000044,"Leila C. Robinson, MD",ECZEMABIO,4,2026-02-02,South End Dermatology,375 Harrison Ave,Suite 2A,Boston,MA,02118
RX00393,1000000044,"Leila C. Robinson, MD",ECZEMABIO,9,2026-02-09,South End Dermatology,375 Harrison Ave,Suite 2A,Boston,MA,02118
RX00394,1000000044,"Leila C. Robinson, MD",ECZEMABIO,4,2026-02-16,South End Dermatology,375 Harrison Ave,Suite 2A,Boston,MA,02118
RX00395,1000000044,"Leila C. Robinson, MD",ECZEMABIO,4,2026-02-23,South End Dermatology,375 Harrison Ave,Suite 2A,Boston,MA,02118
RX00396,1000000044,"Leila C. Robinson, MD",ECZEMABIO,10,2026-03-02,South End Dermatology,375 Harrison Ave,Suite 2A,Boston,MA,02118
RX00397,1000000045,"Maria A. Johnson, MD",ECZEMABIO,5,2026-01-05,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00398,1000000045,"Maria A. Johnson, MD",ECZEMABIO,7,2026-01-12,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00399,1000000045,"Maria A. Johnson, MD",ECZEMABIO,3,2026-01-19,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00400,1000000045,"Maria A. Johnson, MD",ECZEMABIO,3,2026-01-26,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00401,1000000045,"Maria A. Johnson, MD",ECZEMABIO,8,2026-02-02,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00402,1000000045,"Maria A. Johnson, MD",ECZEMABIO,3,2026-02-09,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00403,1000000045,"Maria A. Johnson, MD",ECZEMABIO,7,2026-02-16,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00404,1000000045,"Maria A. Johnson, MD",ECZEMABIO,8,2026-02-23,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00405,1000000045,"Maria A. Johnson, MD",ECZEMABIO,8,2026-03-02,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00406,1000000046,"Isabella Clark, MD",ECZEMABIO,9,2026-01-05,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00407,1000000046,"Isabella Clark, MD",ECZEMABIO,5,2026-01-12,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00408,1000000046,"Isabella Clark, MD",ECZEMABIO,6,2026-01-19,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00409,1000000046,"Isabella Clark, MD",ECZEMABIO,11,2026-01-26,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00410,1000000046,"Isabella Clark, MD",ECZEMABIO,9,2026-02-02,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00411,1000000046,"Isabella Clark, MD",ECZEMABIO,12,2026-02-09,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00412,1000000046,"Isabella Clark, MD",ECZEMABIO,5,2026-02-16,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00413,1000000046,"Isabella Clark, MD",ECZEMABIO,5,2026-02-23,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00414,1000000046,"Isabella Clark, MD",ECZEMABIO,5,2026-03-02,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00415,1000000047,"Samuel D. Anderson, MD",ECZEMABIO,4,2026-01-05,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00416,1000000047,"Samuel D. Anderson, MD",ECZEMABIO,12,2026-01-12,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00417,1000000047,"Samuel D. Anderson, MD",ECZEMABIO,9,2026-01-19,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00418,1000000047,"Samuel D. Anderson, MD",ECZEMABIO,12,2026-01-26,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00419,1000000047,"Samuel D. Anderson, MD",ECZEMABIO,6,2026-02-02,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00420,1000000047,"Samuel D. Anderson, MD",ECZEMABIO,10,2026-02-09,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00421,1000000047,"Samuel D. Anderson, MD",ECZEMABIO,12,2026-02-16,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00422,1000000047,"Samuel D. Anderson, MD",ECZEMABIO,5,2026-02-23,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00423,1000000047,"Samuel D. Anderson, MD",ECZEMABIO,6,2026-03-02,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00424,1000000048,"Ava E. Singh, MD",ECZEMABIO,10,2026-01-05,Charlestown Dermatology,529 Main St,Ste 204,Charlestown,MA,02129
RX00425,1000000048,"Ava E. Singh, MD",ECZEMABIO,7,2026-01-12,Charlestown Dermatology,529 Main St,Ste 204,Charlestown,MA,02129
RX00426,1000000048,"Ava E. Singh, MD",ECZEMABIO,10,2026-01-19,Charlestown Dermatology,529 Main St,Ste 204,Charlestown,MA,02129
RX00427,1000000048,"Ava E. Singh, MD",ECZEMABIO,7,2026-01-26,Charlestown Dermatology,529 Main St,Ste 204,Charlestown,MA,02129
RX00428,1000000048,"Ava E. Singh, MD",ECZEMABIO,3,2026-02-02,Charlestown Dermatology,529 Main St,Ste 204,Charlestown,MA,02129
RX00429,1000000048,"Ava E. Singh, MD",ECZEMABIO,10,2026-02-09,Charlestown Dermatology,529 Main St,Ste 204,Charlestown,MA,02129
RX00430,1000000048,"Ava E. Singh, MD",ECZEMABIO,7,2026-02-16,Charlestown Dermatology,529 Main St,Ste 204,Charlestown,MA,02129
RX00431,1000000048,"Ava E. Singh, MD",ECZEMABIO,11,2026-02-23,Charlestown Dermatology,529 Main St,Ste 204,Charlestown,MA,02129
RX00432,1000000048,"Ava E. Singh, MD",ECZEMABIO,5,2026-03-02,Charlestown Dermatology,529 Main St,Ste 204,Charlestown,MA,02129
RX00433,1000000049,"James Singh, MD",ECZEMABIO,4,2026-01-05,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00434,1000000049,"James Singh, MD",ECZEMABIO,10,2026-01-12,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00435,1000000049,"James Singh, MD",ECZEMABIO,8,2026-01-19,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00436,1000000049,"James Singh, MD",ECZEMABIO,12,2026-01-26,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00437,1000000049,"James Singh, MD",ECZEMABIO,7,2026-02-02,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00438,1000000049,"James Singh, MD",ECZEMABIO,9,2026-02-09,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00439,1000000049,"James Singh, MD",ECZEMABIO,7,2026-02-16,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00440,1000000049,"James Singh, MD",ECZEMABIO,10,2026-02-23,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00441,1000000049,"James Singh, MD",ECZEMABIO,7,2026-03-02,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00442,1000000050,"Isabella A. Adams, MD",ECZEMABIO,6,2026-01-05,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00443,1000000050,"Isabella A. Adams, MD",ECZEMABIO,9,2026-01-12,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00444,1000000050,"Isabella A. Adams, MD",ECZEMABIO,10,2026-01-19,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00445,1000000050,"Isabella A. Adams, MD",ECZEMABIO,4,2026-01-26,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00446,1000000050,"Isabella A. Adams, MD",ECZEMABIO,6,2026-02-02,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00447,1000000050,"Isabella A. Adams, MD",ECZEMABIO,9,2026-02-09,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00448,1000000050,"Isabella A. Adams, MD",ECZEMABIO,12,2026-02-16,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00449,1000000050,"Isabella A. Adams, MD",ECZEMABIO,8,2026-02-23,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00450,1000000050,"Isabella A. Adams, MD",ECZEMABIO,12,2026-03-02,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00451,1000000051,"Michael D. Taylor, MD",ECZEMABIO,17,2026-01-05,Astoria Dermatology,30-07 30th Ave,Ste 1,Astoria,NY,11102
RX00452,1000000051,"Michael D. Taylor, MD",ECZEMABIO,17,2026-01-12,Astoria Dermatology,30-07 30th Ave,Ste 1,Astoria,NY,11102
RX00453,1000000051,"Michael D. Taylor, MD",ECZEMABIO,8,2026-01-19,Astoria Dermatology,30-07 30th Ave,Ste 1,Astoria,NY,11102
RX00454,1000000051,"Michael D. Taylor, MD",ECZEMABIO,20,2026-01-26,Astoria Dermatology,30-07 30th Ave,Ste 1,Astoria,NY,11102
RX00455,1000000051,"Michael D. Taylor, MD",ECZEMABIO,16,2026-02-02,Astoria Dermatology,30-07 30th Ave,Ste 1,Astoria,NY,11102
RX00456,1000000051,"Michael D. Taylor, MD",ECZEMABIO,8,2026-02-09,Astoria Dermatology,30-07 30th Ave,Ste 1,Astoria,NY,11102
RX00457,1000000051,"Michael D. Taylor, MD",ECZEMABIO,9,2026-02-16,Astoria Dermatology,30-07 30th Ave,Ste 1,Astoria,NY,11102
RX00458,1000000051,"Michael D. Taylor, MD",ECZEMABIO,23,2026-02-23,Astoria Dermatology,30-07 30th Ave,Ste 1,Astoria,NY,11102
RX00459,1000000051,"Michael D. Taylor, MD",ECZEMABIO,17,2026-03-02,Astoria Dermatology,30-07 30th Ave,Ste 1,Astoria,NY,11102
RX00460,1000000052,"Matthew C. Perez, MD",ECZEMABIO,6,2026-01-05,Flushing Dermatology,136-40 39th Ave,Ste 3A,Flushing,NY,11354
RX00461,1000000052,"Matthew C. Perez, MD",ECZEMABIO,12,2026-01-12,Flushing Dermatology,136-40 39th Ave,Ste 3A,Flushing,NY,11354
RX00462,1000000052,"Matthew C. Perez, MD",ECZEMABIO,8,2026-01-19,Flushing Dermatology,136-40 39th Ave,Ste 3A,Flushing,NY,11354
RX00463,1000000052,"Matthew C. Perez, MD",ECZEMABIO,6,2026-01-26,Flushing Dermatology,136-40 39th Ave,Ste 3A,Flushing,NY,11354
RX00464,1000000052,"Matthew C. Perez, MD",ECZEMABIO,6,2026-02-02,Flushing Dermatology,136-40 39th Ave,Ste 3A,Flushing,NY,11354
RX00465,1000000052,"Matthew C. Perez, MD",ECZEMABIO,12,2026-02-09,Flushing Dermatology,136-40 39th Ave,Ste 3A,Flushing,NY,11354
RX00466,1000000052,"Matthew C. Perez, MD",ECZEMABIO,7,2026-02-16,Flushing Dermatology,136-40 39th Ave,Ste 3A,Flushing,NY,11354
RX00467,1000000052,"Matthew C. Perez, MD",ECZEMABIO,5,2026-02-23,Flushing Dermatology,136-40 39th Ave,Ste 3A,Flushing,NY,11354
RX00468,1000000052,"Matthew C. Perez, MD",ECZEMABIO,4,2026-03-02,Flushing Dermatology,136-40 39th Ave,Ste 3A,Flushing,NY,11354
RX00469,1000000053,"Daniel A. Allen, MD",ECZEMABIO,3,2026-01-05,Long Island City Dermatology,47-07 Vernon Blvd,Ste 2,Long Island City,NY,11101
RX00470,1000000053,"Daniel A. Allen, MD",ECZEMABIO,7,2026-01-12,Long Island City Dermatology,47-07 Vernon Blvd,Ste 2,Long Island City,NY,11101
RX00471,1000000053,"Daniel A. Allen, MD",ECZEMABIO,10,2026-01-19,Long Island City Dermatology,47-07 Vernon Blvd,Ste 2,Long Island City,NY,11101
RX00472,1000000053,"Daniel A. Allen, MD",ECZEMABIO,3,2026-01-26,Long Island City Dermatology,47-07 Vernon Blvd,Ste 2,Long Island City,NY,11101
RX00473,1000000053,"Daniel A. Allen, MD",ECZEMABIO,12,2026-02-02,Long Island City Dermatology,47-07 Vernon Blvd,Ste 2,Long Island City,NY,11101
RX00474,1000000053,"Daniel A. Allen, MD",ECZEMABIO,8,2026-02-09,Long Island City Dermatology,47-07 Vernon Blvd,Ste 2,Long Island City,NY,11101
RX00475,1000000053,"Daniel A. Allen, MD",ECZEMABIO,5,2026-02-16,Long Island City Dermatology,47-07 Vernon Blvd,Ste 2,Long Island City,NY,11101
RX00476,1000000053,"Daniel A. Allen, MD",ECZEMABIO,4,2026-02-23,Long Island City Dermatology,47-07 Vernon Blvd,Ste 2,Long Island City,NY,11101
RX00477,1000000053,"Daniel A. Allen, MD",ECZEMABIO,7,2026-03-02,Long Island City Dermatology,47-07 Vernon Blvd,Ste 2,Long Island City,NY,11101
RX00478,1000000054,"Charlotte B. King, MD",ECZEMABIO,18,2026-01-05,Mount Sinai Health System Dermatology - Upper East Side,121 E 60th St,Ste 6A,New York,NY,10022
RX00479,1000000054,"Charlotte B. King, MD",ECZEMABIO,21,2026-01-12,Mount Sinai Health System Dermatology - Upper East Side,121 E 60th St,Ste 6A,New York,NY,10022
RX00480,1000000054,"Charlotte B. King, MD",ECZEMABIO,13,2026-01-19,Mount Sinai Health System Dermatology - Upper East Side,121 E 60th St,Ste 6A,New York,NY,10022
RX00481,1000000054,"Charlotte B. King, MD",ECZEMABIO,14,2026-01-26,Mount Sinai Health System Dermatology - Upper East Side,121 E 60th St,Ste 6A,New York,NY,10022
RX00482,1000000054,"Charlotte B. King, MD",ECZEMABIO,12,2026-02-02,Mount Sinai Health System Dermatology - Upper East Side,121 E 60th St,Ste 6A,New York,NY,10022
RX00483,1000000054,"Charlotte B. King, MD",ECZEMABIO,25,2026-02-09,Mount Sinai Health System Dermatology - Upper East Side,121 E 60th St,Ste 6A,New York,NY,10022
RX00484,1000000054,"Charlotte B. King, MD",ECZEMABIO,19,2026-02-16,Mount Sinai Health System Dermatology - Upper East Side,121 E 60th St,Ste 6A,New York,NY,10022
RX00485,1000000054,"Charlotte B. King, MD",ECZEMABIO,24,2026-02-23,Mount Sinai Health System Dermatology - Upper East Side,121 E 60th St,Ste 6A,New York,NY,10022
RX00486,1000000054,"Charlotte B. King, MD",ECZEMABIO,24,2026-03-02,Mount Sinai Health System Dermatology - Upper East Side,121 E 60th St,Ste 6A,New York,NY,10022
RX00487,1000000055,"Nina E. Scott, MD",ECZEMABIO,7,2026-01-05,Upper West Side Dermatology,210 W 79th St,Ste 1E,New York,NY,10024
RX00488,1000000055,"Nina E. Scott, MD",ECZEMABIO,5,2026-01-12,Upper West Side Dermatology,210 W 79th St,Ste 1E,New York,NY,10024
RX00489,1000000055,"Nina E. Scott, MD",ECZEMABIO,7,2026-01-19,Upper West Side Dermatology,210 W 79th St,Ste 1E,New York,NY,10024
RX00490,1000000055,"Nina E. Scott, MD",ECZEMABIO,10,2026-01-26,Upper West Side Dermatology,210 W 79th St,Ste 1E,New York,NY,10024
RX00491,1000000055,"Nina E. Scott, MD",ECZEMABIO,7,2026-02-02,Upper West Side Dermatology,210 W 79th St,Ste 1E,New York,NY,10024
RX00492,1000000055,"Nina E. Scott, MD",ECZEMABIO,8,2026-02-09,Upper West Side Dermatology,210 W 79th St,Ste 1E,New York,NY,10024
RX00493,1000000055,"Nina E. Scott, MD",ECZEMABIO,4,2026-02-16,Upper West Side Dermatology,210 W 79th St,Ste 1E,New York,NY,10024
RX00494,1000000055,"Nina E. Scott, MD",ECZEMABIO,10,2026-02-23,Upper West Side Dermatology,210 W 79th St,Ste 1E,New York,NY,10024
RX00495,1000000055,"Nina E. Scott, MD",ECZEMABIO,4,2026-03-02,Upper West Side Dermatology,210 W 79th St,Ste 1E,New York,NY,10024
RX00496,1000000056,"Charlotte C. Nguyen, MD",ECZEMABIO,1,2026-01-05,Midtown Dermatology,51 W 51st St,Suite 310,New York,NY,10019
RX00497,1000000056,"Charlotte C. Nguyen, MD",ECZEMABIO,6,2026-01-12,Midtown Dermatology,51 W 51st St,Suite 310,New York,NY,10019
RX00498,1000000056,"Charlotte C. Nguyen, MD",ECZEMABIO,1,2026-01-19,Midtown Dermatology,51 W 51st St,Suite 310,New York,NY,10019
RX00499,1000000056,"Charlotte C. Nguyen, MD",ECZEMABIO,6,2026-01-26,Midtown Dermatology,51 W 51st St,Suite 310,New York,NY,10019
RX00500,1000000056,"Charlotte C. Nguyen, MD",ECZEMABIO,5,2026-02-02,Midtown Dermatology,51 W 51st St,Suite 310,New York,NY,10019
RX00501,1000000056,"Charlotte C. Nguyen, MD",ECZEMABIO,5,2026-02-09,Midtown Dermatology,51 W 51st St,Suite 310,New York,NY,10019
RX00502,1000000056,"Charlotte C. Nguyen, MD",ECZEMABIO,5,2026-02-16,Midtown Dermatology,51 W 51st St,Suite 310,New York,NY,10019
RX00503,1000000056,"Charlotte C. Nguyen, MD",ECZEMABIO,3,2026-02-23,Midtown Dermatology,51 W 51st St,Suite 310,New York,NY,10019
RX00504,1000000056,"Charlotte C. Nguyen, MD",ECZEMABIO,6,2026-03-02,Midtown Dermatology,51 W 51st St,Suite 310,New York,NY,10019
RX00505,1000000057,"Charlotte A. Thomas, MD",ECZEMABIO,25,2026-01-05,Williamsburg Dermatology,159 N 3rd St,Ste 2,Brooklyn,NY,11211
RX00506,1000000057,"Charlotte A. Thomas, MD",ECZEMABIO,19,2026-01-12,Williamsburg Dermatology,159 N 3rd St,Ste 2,Brooklyn,NY,11211
RX00507,1000000057,"Charlotte A. Thomas, MD",ECZEMABIO,10,2026-01-19,Williamsburg Dermatology,159 N 3rd St,Ste 2,Brooklyn,NY,11211
RX00508,1000000057,"Charlotte A. Thomas, MD",ECZEMABIO,20,2026-01-26,Williamsburg Dermatology,159 N 3rd St,Ste 2,Brooklyn,NY,11211
RX00509,1000000057,"Charlotte A. Thomas, MD",ECZEMABIO,8,2026-02-02,Williamsburg Dermatology,159 N 3rd St,Ste 2,Brooklyn,NY,11211
RX00510,1000000057,"Charlotte A. Thomas, MD",ECZEMABIO,16,2026-02-09,Williamsburg Dermatology,159 N 3rd St,Ste 2,Brooklyn,NY,11211
RX00511,1000000057,"Charlotte A. Thomas, MD",ECZEMABIO,25,2026-02-16,Williamsburg Dermatology,159 N 3rd St,Ste 2,Brooklyn,NY,11211
RX00512,1000000057,"Charlotte A. Thomas, MD",ECZEMABIO,11,2026-02-23,Williamsburg Dermatology,159 N 3rd St,Ste 2,Brooklyn,NY,11211
RX00513,1000000057,"Charlotte A. Thomas, MD",ECZEMABIO,22,2026-03-02,Williamsburg Dermatology,159 N 3rd St,Ste 2,Brooklyn,NY,11211
RX00514,1000000058,"Ethan A. Wright, MD",ECZEMABIO,2,2026-01-05,Mount Sinai Health System Dermatology - Upper East Side,121 E 60th St,Ste 6A,New York,NY,10022
RX00515,1000000058,"Ethan A. Wright, MD",ECZEMABIO,5,2026-01-12,Mount Sinai Health System Dermatology - Upper East Side,121 E 60th St,Ste 6A,New York,NY,10022
